row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,entrez
ENSG00000005238,1.73974523159194,-0.515298758612308,0.0869294234942094,-5.92778299796999,3.07051887415404e-09,1.54279210292214e-08,FAM214B,80256
ENSG00000005302,5.62053598757241,0.146170999402015,0.120148673458372,1.21658437995704,0.22376238872411,0.324784078685134,MSL3,10943
ENSG00000005339,3.10530771683827,-0.104531965489455,0.0969950923057939,-1.07770365494267,0.281166026873068,0.391926435429018,CREBBP,1387
ENSG00000005436,1.39820772927375,0.178669426554345,0.0869979159856714,2.05372076480283,0.0400027256159207,0.0734751385229952,GCFC2,6936
ENSG00000005448,1.21385645464869,0.0358643304005398,0.077897489659275,0.460404187059314,0.645226129854435,0.752197904515601,WDR54,84058
ENSG00000005471,1.16405824779862,-0.0793670140438196,0.0817661062849887,-0.970659086629278,0.331718071917055,0.448626880922853,ABCB4,5244
ENSG00000005483,56.8048032445095,-0.866306635718561,0.150585511303338,-5.75292156742412,8.77141868804681e-09,4.19777518520228e-08,KMT2E,55904
ENSG00000005486,1.49468503230073,0.274710089818534,0.0849147549223232,3.23512786523177,0.00121588266967223,0.00308605884904836,RHBDD2,57414
ENSG00000005513,1.09733556155328,0.00512781925732979,0.0808144569990033,0.0634517566255878,0.949406774420199,0.970940374246249,SOX8,30812
ENSG00000005700,1.51225240220805,0.0128573113117589,0.0744948649913861,0.172593256102224,0.862971153196683,0.916598700468377,IBTK,25998
ENSG00000005801,1.51444896265685,-0.130283387670799,0.0848293944953555,-1.53582833457489,0.124580488435269,0.197071687688413,ZNF195,7748
ENSG00000005810,34.5851696189322,-0.835466844799764,0.137873959581554,-6.05964206247065,1.36424791021369e-09,7.11505038714811e-09,MYCBP2,23077
ENSG00000005812,4.31311966733098,-0.230999058345675,0.107441631558856,-2.14999581627848,0.0315555457163893,0.0595528993341946,FBXL3,26224
ENSG00000005882,1.14839602460744,0.075159667205349,0.0808219581768226,0.929941180599885,0.352401539720393,0.470907907329561,PDK2,5164
ENSG00000005884,1.40843967562935,-0.021956218723278,0.0835030694601362,-0.262939061584554,0.792597548496401,0.867013958307674,ITGA3,3675
ENSG00000005889,3.73837637589052,0.946362239570305,0.11302726825282,8.37286660289336,5.62332497919211e-17,5.79303146194011e-16,ZFX,7543
ENSG00000005893,10.0608112513661,0.660120991509437,0.137942280414026,4.78548701332269,1.70573215950769e-06,6.39927581977364e-06,LAMP2,3920
ENSG00000006007,2.19492290829637,0.151762172618431,0.0978660422318004,1.55071329296198,0.120970407474064,0.192090197623731,GDE1,51573
ENSG00000006015,1.5648723282814,-0.356714102015294,0.0789047114531411,-4.52082132290839,6.16001658124793e-06,2.15949058218161e-05,C19orf60,55049
ENSG00000006025,1.12791705952913,0.108093734587005,0.0825043005584031,1.31015878997105,0.190142123558814,0.28313954665246,OSBPL7,114881
ENSG00000006042,1.07070069606712,-0.00371674704767309,0.0817378050503297,-0.0454715788536837,0.963731428247409,NA,TMEM98,26022
ENSG00000006062,1.10765045141568,-0.0296965520218943,0.0802426172519394,-0.370084539100406,0.711319501584564,0.806945630599688,MAP3K14,9020
ENSG00000006118,1.35257897205883,0.00935936757245965,0.0775033396088295,0.120760829400355,0.903880476589139,0.942000144812691,TMEM132A,54972
ENSG00000006125,3.9790143376517,-0.309671886383132,0.100589543435238,-3.07856936026859,0.00207997105258671,0.00507559979795191,AP2B1,163
ENSG00000006194,1.46403592594523,-0.221779756730917,0.0827324866895748,-2.68068524959329,0.0073471585573348,0.0161277137160461,ZNF263,10127
ENSG00000006210,63.8502352008231,-1.14383915349472,0.151156955483461,-7.56722805005076,3.8127223839766e-14,3.10046684306684e-13,CX3CL1,6376
ENSG00000006282,1.09360243888333,0.0277355116612685,0.0811011434992584,0.341986690502362,0.732360908489028,0.821587236095357,SPATA20,64847
ENSG00000006327,8.89949201327842,-0.955120804136745,0.123709703264998,-7.72066199278468,1.15727068514294e-14,9.86906066285625e-14,TNFRSF12A,51330
ENSG00000006432,1.11049383923948,0.0257069250481347,0.0807198890726399,0.318470767780677,0.75012786517537,0.835827120588213,MAP3K9,4293
ENSG00000006451,14.857268509498,-0.265960082256667,0.133411991155844,-1.99352456966172,0.0462040358688197,0.0831713942259523,RALA,5898
ENSG00000006453,1.22676485299713,-0.132128346895235,0.0808839094433753,-1.63355539815659,0.102352239545853,0.166284547280464,BAIAP2L1,55971
ENSG00000006459,5.83463034765452,-1.28707942588445,0.11409489890836,-11.2807797561416,1.63292118739153e-29,4.28030794543152e-28,KDM7A,80853
ENSG00000006468,1.07256598309992,0.0272913941666654,0.0818630218472861,0.333378777753611,0.738848380699317,NA,ETV1,2115
ENSG00000006530,1.49716057443071,0.0327118163356308,0.087083076245511,0.375639191286803,0.707185150583141,0.803160278162282,AGK,55750
ENSG00000006576,1.53702322200269,0.130137554784044,0.0856018805165188,1.52026513902263,0.128444351866667,0.202415434005843,PHTF2,57157
ENSG00000006607,1.42989201966412,-0.282653415935181,0.0870629922653188,-3.24653918479867,0.00116817365698649,0.00297706096874401,FARP2,9855
ENSG00000006625,5.8805212177027,-0.26083117163809,0.11972749464623,-2.17854029610152,0.0293658356027148,0.0558516834446149,GGCT,79017
ENSG00000006634,1.62736241051424,0.363121868943679,0.0892002140836477,4.07086319998246,4.68392510092816e-05,0.000146216871401746,DBF4,10926
ENSG00000006638,1.32643366885307,-0.289476831044426,0.0821665446950924,-3.52304982664941,0.000426611149262427,0.00116500997235868,TBXA2R,6915
ENSG00000006652,30.6443099082941,-0.765773974445972,0.156979596422035,-4.8781752017454,1.07071798915574e-06,4.12713115820032e-06,IFRD1,3475
ENSG00000006695,1.23833915892178,0.236141103768467,0.0851981572495343,2.77166914628024,0.00557696890872439,0.0125754977221544,COX10,1352
ENSG00000006704,1.54363645661771,-0.444259069254653,0.0842646741115659,-5.2721864047852,1.34808053958718e-07,5.73396875761052e-07,GTF2IRD1,9569
ENSG00000006712,1.90412055580275,-0.257602262262948,0.0861087559018928,-2.99159196489199,0.00277526932480492,0.00664349336785711,PAF1,54623
ENSG00000006715,1.30333535959325,-0.438051041679725,0.081925558925993,-5.34693992231943,8.94536915379583e-08,3.87162753776751e-07,VPS41,27072
ENSG00000006744,1.24700610862949,-0.158658091069727,0.0760125974956956,-2.08726048440472,0.036864594682506,0.0683658321275939,ELAC2,60528
ENSG00000006747,1.06455025327118,0.0324397279818605,0.0821968366601396,0.394659080567656,0.693094505362791,NA,SCIN,85477
ENSG00000006756,1.12046491871919,-0.0868840264618609,0.0797541577619553,-1.0893980815544,0.275978377045292,0.386209925676353,ARSD,414
ENSG00000006757,1.09799773848268,0.0887835296993108,0.0817939146593951,1.08545397379526,0.277720638300503,0.387929279068695,PNPLA4,8228
ENSG00000006831,2.38629359416421,-0.447449249667797,0.0793700666750451,-5.63750628432419,1.72530310772407e-08,8.00328704558068e-08,ADIPOR2,79602
ENSG00000006837,1.0767050482895,0.00424595825861277,0.0815691229961402,0.052053498954668,0.958486065157269,NA,CDKL3,51265
ENSG00000007047,1.94415670004559,-0.0433572711313992,0.0891696858053377,-0.486233306081739,0.626801759588715,0.736725266303864,MARK4,57787
ENSG00000007062,1.05975603122207,0.0216625726788613,0.0823095154095538,0.263184305861517,0.792408526633905,NA,PROM1,8842
ENSG00000007080,6.6147959034419,-0.474165761145366,0.11705857836684,-4.05067076467834,5.10710232071407e-05,0.000158607618718861,CCDC124,115098
ENSG00000007168,7.45787632047753,-0.870138003811441,0.112437983847054,-7.7388260980832,1.00338910446844e-14,8.61147296761123e-14,PAFAH1B1,5048
ENSG00000007202,1.60952956987426,-0.00481330071982271,0.0739849419663341,-0.0650578427433645,0.948127945903808,0.970031310973408,KIAA0100,9703
ENSG00000007237,1.15084806728092,0.0274941198996261,0.0800634364517051,0.343404194450369,0.731294404464907,0.820972694288802,GAS7,8522
ENSG00000007255,1.33860978146194,0.429610365321153,0.0889204467840592,4.83140133522327,1.35575400612785e-06,5.14862709303865e-06,TRAPPC6A,79090
ENSG00000007312,1.23274671193737,-0.00813461952831607,0.0771066514588773,-0.105498285483898,0.915980430384368,0.949256720024818,CD79B,974
ENSG00000007314,1.0636429377556,0.0168051686058815,0.0821266047270583,0.204625147499184,0.837865006253794,NA,SCN4A,6329
ENSG00000007341,1.44881256908947,-0.517851036828825,0.0844871084996603,-6.12934974370566,8.82389633651922e-10,4.71387989966836e-09,ST7L,54879
ENSG00000007376,1.23598736590107,-0.152675346152339,0.0758758510236648,-2.01217309713892,0.0442016933694314,0.0801039686077098,RPUSD1,113000
ENSG00000007384,1.74253722711665,-0.219683366176525,0.0882617007830673,-2.48899991986864,0.0128102994623598,0.0267356923494224,RHBDF1,64285
ENSG00000007392,9.01684256323124,-1.78980244845455,0.126046382682073,-14.1995542463838,9.21969863347762e-46,8.44021502173814e-44,LUC7L,55692
ENSG00000007520,1.51891731160662,-0.444507836895083,0.0745834114967868,-5.95987536604213,2.52430384487444e-09,1.27790899293937e-08,TSR3,115939
ENSG00000007541,1.1536185232679,-0.0150660562573602,0.0796713111137306,-0.189102652469889,0.850012362624519,0.907541031096897,PIGQ,9091
ENSG00000007545,1.35755808383652,-0.551356761659057,0.0806019623376397,-6.84048806838519,7.89238211651775e-12,5.12474720558842e-11,CRAMP1L,57585
ENSG00000007866,1.19426889138538,0.0292448847656494,0.0809419186460259,0.361307036636267,0.717869934042892,0.811479034767021,TEAD3,7005
ENSG00000007908,130.438453751453,-0.772261533011421,0.176250886014909,-4.38160369273885,1.1780895252297e-05,3.98545179811751e-05,SELE,6401
ENSG00000007923,1.29637166471264,0.20805251944053,0.0831358348687351,2.50256125735705,0.0123298286253277,0.0258669529702187,DNAJC11,55735
ENSG00000007944,4.00009930364269,-1.349943030453,0.109437907050937,-12.3352416619653,5.85131053533941e-35,2.27354458228429e-33,MYLIP,29116
ENSG00000008018,38.4143891460779,-0.856201494701546,0.148871739671742,-5.75126949271531,8.85757890381236e-09,4.2356542728005e-08,PSMB1,5689
ENSG00000008083,4.19668158262209,-0.229484267187273,0.11311499572023,-2.02876962268435,0.0424817607203109,0.0773932755230269,JARID2,3720
ENSG00000008086,1.20000927430752,-0.00476737454017682,0.0774790171310937,-0.0615311695566616,0.950936191710963,0.972175375688263,CDKL5,6792
ENSG00000008128,2.36840850892707,-1.07955591569314,0.0971243412305387,-11.1151942140916,1.05820128841292e-28,2.58852315165622e-27,CDK11A,984
ENSG00000008128,2.36840850892707,-1.07955591569314,0.0971243412305387,-11.1151942140916,1.05820128841292e-28,2.58852315165622e-27,CDK11A,728642
ENSG00000008130,2.19676484258,0.573527801870111,0.0978339746271739,5.86225597044087,4.56620390924324e-09,2.25032659214092e-08,NADK,65220
ENSG00000008256,1.3948569817056,-0.0203291700814643,0.0786673308817742,-0.258419471635769,0.79608319063293,0.86947480799063,CYTH3,9265
ENSG00000008282,30.8081525910379,-0.700509312761409,0.141988352590145,-4.93356884549157,8.07405645169991e-07,3.15546242439656e-06,SYPL1,6856
ENSG00000008283,3.26647932706409,-0.834572633566913,0.109734008504379,-7.6054146288988,2.83991920661413e-14,2.32977486033436e-13,CYB561,1534
ENSG00000008294,40.9488874278825,-0.392162257962392,0.135591014264921,-2.89224370868837,0.0038250111441263,0.00891617181049812,SPAG9,9043
ENSG00000008300,1.06766095009457,0.0165781552141968,0.0819734239972985,0.202238169467499,0.83973053466606,NA,CELSR3,1951
ENSG00000008311,1.74078956660666,-0.684986877613394,0.0924053173927018,-7.41285130489141,1.23612458844377e-13,9.64320821611009e-13,AASS,10157
ENSG00000008323,1.06908804911324,-0.00730657256664484,0.081794654660958,-0.089328240297986,0.92882105126531,NA,PLEKHG6,55200
ENSG00000008324,2.60363257782036,0.664916110865275,0.0984720919197779,6.75233051215121,1.45488975806987e-11,9.23851173752827e-11,SS18L2,51188
ENSG00000008394,1.18030027723198,-0.129424956624773,0.0779979881850296,-1.65933711415411,0.0970478804814768,0.158712489882009,MGST1,4257
ENSG00000008405,4.75167340847884,-0.805413619603056,0.11657955321713,-6.90870394830702,4.89101453030128e-12,3.2402971263246e-11,CRY1,1407
ENSG00000008441,1.21949185044354,-0.0133099751665256,0.0777590488902204,-0.171169469746428,0.864090512795067,0.917062160250799,NFIX,4784
ENSG00000008513,8.95012043903937,-0.646811805808431,0.132476951916823,-4.88244782544921,1.04776967640617e-06,4.04125399607156e-06,ST3GAL1,6482
ENSG00000008516,1.06689339717737,0.00560441337617152,0.0819366306282155,0.0683993634251491,0.945467728558352,NA,MMP25,64386
ENSG00000008517,39.743994772434,-0.629049869068357,0.132694840793276,-4.74057518218322,2.13112353408023e-06,7.90924348459013e-06,IL32,9235
ENSG00000008710,1.24672084154967,-0.150980676655237,0.0756690575263436,-1.99527629378328,0.0460127539640215,0.0828517536732582,PKD1,5310
ENSG00000008838,23.5890459340591,-0.204953360851027,0.154989734103235,-1.32236732991949,0.186045862266302,0.278129364151023,MED24,9862
ENSG00000008853,1.21743816887923,-0.0284179181951953,0.0826491772427888,-0.34383788373011,0.730968208192244,0.820836337496058,RHOBTB2,23221
ENSG00000008869,2.04435243729813,-0.945220107046901,0.096703895845888,-9.774374638983,1.45050315113845e-22,2.26751359357788e-21,HEATR5B,54497
ENSG00000008952,26.7886739220651,-0.649621723856539,0.125889653179647,-5.16024714858431,2.46624046501503e-07,1.02271962179964e-06,SEC62,7095
ENSG00000008988,71.216646112798,-0.275909372089051,0.137321888195082,-2.00921627073092,0.0445142029143706,0.0805264625601634,RPS20,6224
ENSG00000009307,24.8850074551673,0.244832694273743,0.138079385469157,1.77312995304743,0.0762071756902765,0.128257313515502,CSDE1,7812
ENSG00000009335,4.14148706748178,0.353912307423054,0.112616168252199,3.14264206388627,0.00167430442972678,0.00415106580402512,UBE3C,9690
ENSG00000009413,3.89192642895048,0.681014712849289,0.108190164834651,6.29460833052708,3.0817699414502e-10,1.72807925626377e-09,REV3L,5980
ENSG00000009780,1.28209173337262,-0.454067177380193,0.0809515053394042,-5.60912580286719,2.03351169647285e-08,9.3575610587121e-08,FAM76A,199870
ENSG00000009830,1.20783690759782,-0.198275227395419,0.0795183145502798,-2.4934535964045,0.012650711893637,0.0264345845621147,POMT2,29954
ENSG00000009844,5.51649114329073,-0.896552089064691,0.129557381443,-6.92011585197975,4.51274438584139e-12,3.00121096084245e-11,VTA1,51534
ENSG00000009954,7.86391319047444,0.658599264279227,0.128963869234863,5.10685099777688,3.2757184589044e-07,1.33909952156295e-06,BAZ1B,9031
ENSG00000010017,12.1496317013659,0.228797342567797,0.140070093144631,1.63344892140215,0.102374615137102,0.166298541378779,RANBP9,10048
ENSG00000010030,1.080523604998,0.0176779237272892,0.0815044613567344,0.216895166632845,0.828290044418729,NA,ETV7,51513
ENSG00000010072,1.28493419481788,-0.117152233809946,0.0752525033285387,-1.55678852700064,0.119520702034998,0.190112960825446,SPRTN,83932
ENSG00000010165,1.55393357084054,-0.170748503628978,0.0888688731912165,-1.92135330962939,0.0546871805843799,0.0961853582875151,METTL13,51603
ENSG00000010219,1.20367971662555,0.161835113793981,0.0815739555044439,1.98390666228224,0.0472662460873216,0.0848811588228852,DYRK4,8798
ENSG00000010244,27.6938470662187,-0.622985263929015,0.148192438078968,-4.20389374791879,2.62362132438775e-05,8.49058384678669e-05,ZNF207,7756
ENSG00000010256,3.87602302589557,-1.05754173258361,0.110189479914141,-9.59748365640391,8.1919919319122e-22,1.19267506632804e-20,UQCRC1,7384
ENSG00000010270,9.16454228693188,-0.688287564473241,0.13520028915289,-5.09087346473716,3.56417825050688e-07,1.44868920212328e-06,STARD3NL,83930
ENSG00000010278,242.681832135625,-1.39643678603517,0.16367295103058,-8.53187272082763,1.43997434409212e-17,1.54261081329868e-16,CD9,928
ENSG00000010292,1.11944403556518,0.00768671296603782,0.0800673051701332,0.0960031432268703,0.923518076161836,0.954807702972247,NCAPD2,9918
ENSG00000010310,1.05894574994161,0.0198581391522374,0.082327645123183,0.241208638028267,0.809393416352319,NA,GIPR,2696
ENSG00000010319,1.14942297783843,0.117239197779393,0.0805868903582993,1.45481724456835,0.145719862831342,0.226159622714351,SEMA3G,56920
ENSG00000010322,1.36625167842626,0.0162863681619667,0.0807037404252997,0.201804378287045,0.840069658593948,0.900985333669057,NISCH,11188
ENSG00000010327,1.65289587245578,-0.118398346072577,0.0838964198363182,-1.41124432131397,0.158172585655778,0.243082478070001,STAB1,23166
ENSG00000010404,1.2916799558391,-0.145469860871918,0.0815647407042625,-1.78348952765464,0.0745066512030012,0.125798291621778,IDS,3423
ENSG00000010438,1.06218004833717,0.0224399229647975,0.082223534093753,0.27291362761434,0.784919610719851,NA,PRSS3,5645
ENSG00000010438,1.06218004833717,0.0224399229647975,0.082223534093753,0.27291362761434,0.784919610719851,NA,PRSS3,5646
ENSG00000010438,1.06218004833717,0.0224399229647975,0.082223534093753,0.27291362761434,0.784919610719851,NA,PRSS3,102725325
ENSG00000010539,1.174198946147,-0.262471635373276,0.0806548492329287,-3.25425734310489,0.00113689240298168,0.002904483678146,ZNF200,7752
ENSG00000010626,1.09275454198497,0.025993217186191,0.0811134488396158,0.32045508553812,0.748623373061587,NA,LRRC23,10233
ENSG00000010803,1.38362046849933,0.0189554762776966,0.0822332746781809,0.230508590979487,0.817696588579286,0.885636423446455,SCMH1,22955
ENSG00000010810,15.1899013931099,-0.0862997399589892,0.137086175660187,-0.629529123147408,0.529002708613824,0.646683736053561,FYN,2534
ENSG00000010818,11.8302151499604,-1.75709942164674,0.126408025301209,-13.9002204761911,6.31465523207534e-44,5.0201509094999e-42,HIVEP2,3097
ENSG00000011007,5.86704605291393,-0.424071404949822,0.122960981150743,-3.4488290592764,0.000563023002783188,0.00150924027266147,TCEB3,6924
ENSG00000011009,6.80364167786917,-0.426144723968981,0.125392275531936,-3.39849262772527,0.000677582891610537,0.00179520097834285,LYPLA2,11313
ENSG00000011021,1.72435362440279,-1.18389727257018,0.0925368466022919,-12.793793132571,1.77589898418198e-37,8.19082569650957e-36,CLCN6,1185
ENSG00000011052,1.3313042478712,0.511906933524616,0.091668630858079,5.58431961656706,2.34616885311821e-08,1.07187540344349e-07,NME2,654364
ENSG00000011105,2.09896353063514,-0.713938657233656,0.0882122352576049,-8.09341986572216,5.80124656296852e-16,5.51118423482009e-15,TSPAN9,10867
ENSG00000011114,2.03377898862824,0.187801616832905,0.0787509359090302,2.38475409422239,0.0170905410294372,0.0346165098558027,BTBD7,55727
