row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,entrez
ENSG00000080823,1.11596702053905,0.110072360890607,0.0819455553037283,1.34323772024765,0.179195011286141,0.269629251199318,MOK,5891
ENSG00000080824,170.580809118142,-0.283568535728111,0.155862828056218,-1.81934678886894,0.0688585393063069,0.117410270774293,HSP90AA1,3320
ENSG00000080845,11.0006611526516,-1.77237633954313,0.129578599313608,-13.6780019920852,1.37416872057446e-42,9.54336483874817e-41,DLGAP4,22839
ENSG00000080854,1.16916067586281,0.07337668442323,0.082958954161325,0.884493845963138,0.376429683054573,0.496320380799941,IGSF9B,22997
ENSG00000080947,1.07417844574784,0.0354184105983905,0.0818824155154406,0.432552097729844,0.665340196168731,NA,CROCCP3,114819
ENSG00000080986,1.07618646262225,-0.00482685061140694,0.0815204855378744,-0.0592102780001768,0.952784623346638,NA,NDC80,10403
ENSG00000081019,5.28098223581328,-0.415383755284727,0.119115583519676,-3.48723267779746,0.000488046553218526,0.00132054512966696,RSBN1,54665
ENSG00000081026,1.24950120764506,-0.123176919107648,0.0756740501335551,-1.62772996674893,0.10358215603532,0.167876444947802,MAGI3,260425
ENSG00000081041,53.8834683146705,-0.221294045699507,0.16194613073833,-1.36646701400399,0.171792427423769,0.26043654409595,CXCL2,2920
ENSG00000081087,1.445384414683,0.156730918733191,0.0812468726722819,1.92907017314232,0.0537221512320033,0.0946738333801265,OSTM1,28962
ENSG00000081148,1.08905245848471,0.0624429874873706,0.0815166651385137,0.766014990692603,0.443667382555435,NA,IMPG2,50939
ENSG00000081154,19.3217543908368,-0.11900022128145,0.1413985272523,-0.84159448895189,0.400014975119459,0.520769334124493,PCNP,57092
ENSG00000081177,1.20177194802135,-0.140725597083241,0.0808158686190868,-1.74131144647507,0.0816290008686797,0.13613094762588,EXD2,55218
ENSG00000081181,3.10878072304798,-0.023556989988429,0.106363055594872,-0.221477183564146,0.824720900372366,0.890689727419758,ARG2,384
ENSG00000081189,4.16313071866006,-0.486955843889066,0.10200190451142,-4.77398776249855,1.80613361506172e-06,6.75079449564051e-06,MEF2C,4208
ENSG00000081237,1.91483170651263,-0.772426126618548,0.0918925277389875,-8.4057555671181,4.25115728834457e-17,4.41331483439483e-16,PTPRC,5788
ENSG00000081307,1.28053431750087,0.175455159634382,0.0815027429907166,2.15275159088041,0.0313382065236065,0.0591889477385529,UBA5,79876
ENSG00000081320,1.88004760827882,-0.656569840159747,0.0856517558205548,-7.66557362274391,1.78033706121869e-14,1.49192739582293e-13,STK17B,9262
ENSG00000081386,1.21110166956182,-0.0614440001787116,0.0824065169873089,-0.745620642942286,0.4558966093098,0.57728750150892,ZNF510,22869
ENSG00000081479,1.07956753888222,0.0597460618547006,0.081988979215695,0.728708448699206,0.466180023624644,NA,LRP2,4036
ENSG00000081665,1.50988801097087,0.313181752484499,0.0854645794657233,3.66446256966729,0.000247858482480588,0.000699141433775775,ZNF506,440515
ENSG00000081692,1.1173880271186,-0.108698536724946,0.0795964079761483,-1.36562113151537,0.172057910452425,0.2607408816036,JMJD4,65094
ENSG00000081721,2.26730172002993,-0.500865001376664,0.0938225692503278,-5.33842768726901,9.37560863016418e-08,4.0534831730556e-07,DUSP12,11266
ENSG00000081760,1.18825335753227,-0.122589481770756,0.0794253652440019,-1.5434550586472,0.12272040360062,0.194434686916205,AACS,65985
ENSG00000081791,4.32727305055699,-2.02983051220112,0.111768971654981,-18.1609482680667,1.05191944476903e-73,5.5266932915604e-71,KIAA0141,9812
ENSG00000081803,1.75369706554508,-0.20580552529244,0.0826009209121489,-2.49156453729283,0.0127181859286793,0.0265572073202283,CADPS2,93664
ENSG00000081818,1.07248507891309,0.0135609923664065,0.0817770245255188,0.165828879750629,0.86829161802104,NA,PCDHB4,56131
ENSG00000081870,2.00835770987837,0.133249591236886,0.0960389386772298,1.38745380855066,0.165303426927572,0.252244805024975,HSPB11,51668
ENSG00000081913,1.25814047126034,-0.212024129635241,0.0780344179908276,-2.71705915279797,0.00658648348846674,0.0145985081574894,PHLPP1,23239
ENSG00000081923,7.09627487375262,-0.281076215667557,0.115474916157193,-2.43408893482057,0.0149293264295858,0.030681289213455,ATP8B1,5205
ENSG00000081985,1.1075651145499,-0.136812202051219,0.0812212452105769,-1.68443861820285,0.0920969327274604,0.151435478987431,IL12RB2,3595
ENSG00000082068,1.62909804917036,-0.299402401957876,0.0840223026666792,-3.56336820648228,0.000366126553933555,0.0010079507922032,WDR70,55100
ENSG00000082074,1.2891305908235,-0.453728722185402,0.0799319879514303,-5.67643485185311,1.37530898798651e-08,6.44918953052724e-08,FYB,2533
ENSG00000082153,23.6009919894434,-0.194850539865706,0.134093168363011,-1.45309818721127,0.146196494322026,0.226841002651262,BZW1,9689
ENSG00000082196,1.06132997649258,0.0113975560925302,0.0821839836052336,0.138683422152882,0.88970031870273,NA,C1QTNF3,114899
ENSG00000082212,1.56201256107301,-0.230708383984196,0.0827455883987373,-2.78816536867743,0.00530074780677279,0.0120131726363545,ME2,4200
ENSG00000082213,1.2371008964894,-0.145028629470048,0.0808384660037817,-1.79405469499215,0.0728044392831417,0.123285992754692,C5orf22,55322
ENSG00000082258,2.51997035997809,-0.266284609279926,0.103646906846025,-2.56915152977513,0.0101947867863131,0.0218042130134173,CCNT2,905
ENSG00000082269,3.11267285391845,-0.00568236591870776,0.107698978464503,-0.0527615581848868,0.957921890939421,0.976261122553088,FAM135A,57579
ENSG00000082397,2.63028643600741,-0.411671156069047,0.102280777281511,-4.02491227590099,5.69965584214808e-05,0.000175880084771495,EPB41L3,23136
ENSG00000082438,2.28818341886708,0.516294297164571,0.0936845937745563,5.51098399814795,3.56833166641284e-08,1.60475325109538e-07,COBLL1,22837
ENSG00000082458,1.06761756295532,0.0165800914814863,0.0819831987022564,0.202237674839955,0.839730921332961,NA,DLG3,1741
ENSG00000082482,1.05890749521572,0.0152252993509114,0.0822995234976877,0.184998633088552,0.853230107706175,NA,KCNK2,3776
ENSG00000082497,1.07182513556546,0.0163472060232125,0.0818223775434158,0.199788939334334,0.84164565206713,NA,SERTAD4,56256
ENSG00000082512,1.23423995584449,-0.203309424430165,0.0786992447730856,-2.58337198808412,0.00978397681459724,0.0209924672989334,TRAF5,7188
ENSG00000082515,3.31650151363955,-0.217084286087209,0.107369423687443,-2.02184456833027,0.0431924118329614,0.0785458396673447,MRPL22,29093
ENSG00000082516,1.3941110856742,0.318874742326504,0.0876105645779206,3.63968368270128,0.00027297315982104,0.000766227099483727,GEMIN5,25929
ENSG00000082641,4.26387397713751,-0.198717059974749,0.108314704203934,-1.83462680746103,0.0665610038431379,0.114011518761713,NFE2L1,4779
ENSG00000082701,3.49122757048107,0.673621929524839,0.103933994599497,6.48124737359124,9.09673818497253e-11,5.37005296664427e-10,GSK3B,2932
ENSG00000082781,1.17406815674684,0.0479678450193662,0.0784841296578225,0.611178912583956,0.541081142174142,0.658517929502702,ITGB5,3693
ENSG00000082805,5.90035451435042,-0.399889049015775,0.118087056657284,-3.38639187338157,0.000708181778180468,0.0018709376054947,ERC1,23085
ENSG00000082898,6.51911076621903,-0.0526357518919854,0.121924188800027,-0.431708854576147,0.665953031090492,0.770231281364616,XPO1,7514
ENSG00000082996,6.4746713399822,-0.928191020477533,0.125787757632527,-7.37902509709354,1.59452775405854e-13,1.23119957699958e-12,RNF13,11342
ENSG00000083067,1.06548051303219,0.0250039919725837,0.0821170741039452,0.304491998106669,0.760753088105136,NA,TRPM3,80036
ENSG00000083093,1.18812004080123,-0.0451456397165203,0.0795680370240358,-0.567384108054378,0.570453244580178,0.685156247640082,PALB2,79728
ENSG00000083097,1.08836275402977,-0.027665377229611,0.0809422669992158,-0.341791479967803,0.732507821876638,NA,DOPEY1,23033
ENSG00000083099,1.71018428024492,-1.0819626125475,0.0886201776426869,-12.2089871779532,2.78332357716127e-34,1.00699587178127e-32,LYRM2,57226
ENSG00000083123,1.09560295967068,0.023985119956633,0.0809955557444208,0.296128839862738,0.76713169015032,0.848590370155089,BCKDHB,594
ENSG00000083168,4.58402706386099,0.00113590386157367,0.105540892204117,0.0107626895874333,0.991412781929891,0.995668471659842,KAT6A,7994
ENSG00000083223,4.53473931543195,-1.95533586433894,0.112452451351315,-17.3881124052176,1.01523086559444e-67,3.83376555620102e-65,ZCCHC6,79670
ENSG00000083312,15.268220352468,-1.32447124566738,0.124139492595036,-10.6692174905856,1.41815624430007e-26,2.93441781782911e-25,TNPO1,3842
ENSG00000083444,3.37713740642292,0.263941153018124,0.11323481075815,2.3309188336249,0.0197576399850754,0.0393849095314503,PLOD1,5351
ENSG00000083457,2.83760010068757,-0.479467550123705,0.101356626573486,-4.73050027741483,2.2396722077999e-06,8.2917276222592e-06,ITGAE,3682
ENSG00000083520,2.94442135497126,-0.523373288419947,0.103053379252784,-5.07866207022811,3.80102104091025e-07,1.53874500028005e-06,DIS3,22894
ENSG00000083535,1.60003664656744,-0.356607627835832,0.0851184064217164,-4.18954774680615,2.79510966569814e-05,8.99017971793886e-05,PIBF1,10464
ENSG00000083544,1.30009992640049,-0.0852307726092441,0.080269811825974,-1.06180356812129,0.288324869639104,0.400059447091392,TDRD3,81550
ENSG00000083635,1.62763159630176,-0.814618438289163,0.0889363494045155,-9.15956685588675,5.2106037693769e-20,6.68417579078031e-19,NUFIP1,26747
ENSG00000083642,5.1487143682699,-1.37703042965702,0.118680558758755,-11.6028306915554,3.98669489251715e-31,1.16930148255285e-29,PDS5B,23047
ENSG00000083720,1.16540467006377,0.135110115706174,0.0813284324294759,1.66129005158602,0.0966552070814278,0.158113107130361,OXCT1,5019
ENSG00000083750,1.14147268163442,0.0446078197312791,0.0797380819623348,0.559429304461451,0.575868766506333,0.690493964522974,RRAGB,10325
ENSG00000083799,4.43633421535085,-0.538607077809856,0.109231231837996,-4.93088898428502,8.18562456083687e-07,3.19596404501301e-06,CYLD,1540
ENSG00000083807,1.15327894157004,-0.127426086857249,0.0791326621370168,-1.61028434297601,0.107335795721622,0.173309160275264,SLC27A5,10998
ENSG00000083828,1.12159630725803,-0.0894411188640074,0.0798649118858966,-1.11990505908017,0.262754222198068,0.371315433815495,ZNF586,54807
ENSG00000083844,2.30329937423363,0.192230122525683,0.093566190308372,2.05448273454479,0.0399289927551103,0.0733508586884696,ZNF264,9422
ENSG00000083845,117.07900404829,-0.598332229236958,0.118969274199016,-5.02930049178955,4.92272407584504e-07,1.96518657854349e-06,RPS5,6193
ENSG00000083857,1.07258274484286,0.00899631340739946,0.08174751091158,0.110049997939755,0.912369723061739,NA,FAT1,2195
ENSG00000083896,8.23959052737001,-0.471865261872652,0.122023040291856,-3.86701774307574,0.000110174414810972,0.000326470727948944,YTHDC1,91746
ENSG00000083937,7.32025788248773,0.389413119573301,0.131311890962696,2.96555869174047,0.00302133689284013,0.00718155523752784,CHMP2B,25978
ENSG00000084070,2.07979931845843,-0.535507825119162,0.0876278232433607,-6.11116201793516,9.89082879576247e-10,5.23984108583927e-09,SMAP2,64744
ENSG00000084072,1.46196262425678,0.394914615350962,0.0867438766560439,4.55265121383581,5.29740587619677e-06,1.87065612530572e-05,PPIE,10450
ENSG00000084073,3.88812153506305,-0.516285022597259,0.116383742117803,-4.43605793388805,9.16211999855055e-06,3.14710227579548e-05,ZMPSTE24,10269
ENSG00000084090,14.1275816332332,-0.40577736236892,0.143166046671158,-2.83431282628737,0.00459243518811763,0.0105644368576458,STARD7,56910
ENSG00000084092,1.69133041343274,0.284618243726647,0.0876907934121151,3.24570268613085,0.00117161129045502,0.00298434882669867,NOA1,84273
ENSG00000084093,7.63806734528648,-0.856439639004216,0.127994173114336,-6.69123928195672,2.21288476768654e-11,1.37766612739434e-10,REST,5978
ENSG00000084112,23.4829548848199,-0.587575906968776,0.146624216413574,-4.00735922987943,6.14014359190418e-05,0.000188425741974014,SSH1,54434
ENSG00000084207,27.8086672511587,-1.09394105099928,0.129676897908842,-8.43589774771043,3.28670053217252e-17,3.4356824594094e-16,GSTP1,2950
ENSG00000084234,28.8080506646617,-0.735163066460697,0.143807135785629,-5.11214594772677,3.18519583268808e-07,1.30385861931581e-06,APLP2,334
ENSG00000084444,1.101415215546,-0.0260497127186865,0.0806337585458207,-0.323062116766932,0.746648199628964,0.832564071635729,KIAA1467,57613
ENSG00000084463,4.06770104212134,-0.242616713516638,0.110752602105759,-2.19061863020574,0.0284794018274424,0.054367313062056,WBP11,51729
ENSG00000084623,61.7854145897338,-0.886246548018779,0.153824192764746,-5.76142498842285,8.34067302503339e-09,4.00272807126702e-08,EIF3I,8668
ENSG00000084652,11.4074527423319,-1.08679576419992,0.143911513687653,-7.55183332001297,4.29173526047989e-14,3.46898520987552e-13,TXLNA,200081
ENSG00000084676,2.7566625518736,-0.439497341899424,0.102134745585151,-4.30311290620498,1.68414969558378e-05,5.58640266852441e-05,NCOA1,8648
ENSG00000084693,1.25821842656992,0.165068169004622,0.0856717835202137,1.92675070159682,0.0540107059078674,0.0951407245175904,AGBL5,60509
ENSG00000084710,1.10074643816238,-0.00568661349905648,0.0806373841531174,-0.070520808168312,0.943779139255719,0.9669855111723,EFR3B,22979
ENSG00000084731,1.13798426416696,0.00677300936138446,0.0796740438476273,0.0850089820260349,0.932254249936277,0.960167853543415,KIF3C,3797
ENSG00000084733,27.5141805000535,-0.757325604669938,0.150098117596933,-5.04553699136737,4.5224938247912e-07,1.81560848434475e-06,RAB10,10890
ENSG00000084754,7.80962697514072,-1.21484058370852,0.1214811938514,-10.0002357994156,1.52034611608753e-23,2.55519644879022e-22,HADHA,3030
ENSG00000084764,1.10741697366817,-0.0252857351176876,0.0804163715056617,-0.314435165927716,0.753190550981177,0.838080535732646,MAPRE3,22924
ENSG00000084774,1.17462376901067,0.0806337918437749,0.0804279786758622,1.00255897476601,0.316073698414313,0.431714384197771,CAD,790
ENSG00000085063,576.639064077242,-0.651359840017573,0.171497966141569,-3.7980616019661,0.000145832084523858,0.000424328174665614,CD59,NA
ENSG00000085117,1.25128705188963,-0.260384413348284,0.0804734407063885,-3.23565652298017,0.00121363325805898,0.00308099669966066,CD82,3732
ENSG00000085185,1.4983188586766,0.0363308076623462,0.0845666307216391,0.429611625203957,0.667478179165968,0.771494433134724,BCORL1,63035
ENSG00000085224,41.9278113574081,-0.346130364022551,0.158517534454205,-2.1835462254338,0.0289956086983398,0.0552393087672613,ATRX,546
ENSG00000085231,3.38097629869973,-0.880507102216087,0.105299652569836,-8.3619183988487,6.17065211166268e-17,6.32452587933264e-16,TAF9,6880
ENSG00000085231,3.38097629869973,-0.880507102216087,0.105299652569836,-8.3619183988487,6.17065211166268e-17,6.32452587933264e-16,TAF9,102157402
ENSG00000085274,2.43743796205695,0.33818637638372,0.10273473812603,3.2918405453942,0.000995340286126785,0.00256399318216927,MYNN,55892
ENSG00000085276,16.5150231547688,0.188277502018125,0.131548024287154,1.43124538006848,0.152359901840139,0.235187074142448,MECOM,2122
ENSG00000085365,3.12184143667401,-0.190108559362273,0.101963895135445,-1.86446937035644,0.0622558190395521,0.107647638411303,SCAMP1,9522
ENSG00000085377,1.46180005526402,0.290011114140047,0.0885137160763486,3.27645394404065,0.00105119455625025,0.00269924246020569,PREP,5550
ENSG00000085382,1.32182235129085,0.202982192337895,0.0849847450655704,2.38845444769274,0.0169194056424535,0.0343274173578589,HACE1,57531
ENSG00000085415,2.30323634951259,0.608082381292429,0.0985773609364323,6.16858044804579,6.89057902717218e-10,3.7272048775447e-09,SEH1L,81929
ENSG00000085433,1.62790499924029,0.64473514285232,0.0941470894851047,6.8481686091244,7.48013738001727e-12,4.87277520755411e-11,WDR47,22911
ENSG00000085449,3.25897097499979,-0.592347314306933,0.0964798135874036,-6.1395984536217,8.27303369283656e-10,4.4352856763193e-09,WDFY1,57590
ENSG00000085465,1.17288730591443,0.0759494133822482,0.0829597263492466,0.915497395236261,0.359930569279938,0.479220030760112,OVGP1,5016
ENSG00000085491,1.85300481087238,-0.394664391625454,0.0847721058365676,-4.65559263546347,3.23050114084377e-06,1.17088709615945e-05,SLC25A24,29957
ENSG00000085511,1.28157413056381,-0.0278072308695384,0.0780790995011557,-0.356141797833194,0.721734376476937,0.813940973247573,MAP3K4,4216
ENSG00000085552,1.05809861735822,0.0180503860166675,0.0823475430499614,0.219197626888711,0.826496104004616,NA,IGSF9,57549
ENSG00000085563,1.81769952134227,0.16445782313464,0.0873254153853058,1.88327558946045,0.0596630297594486,0.103781207947773,ABCB1,5243
ENSG00000085662,3.74318971169568,-1.84515698672157,0.111708237824894,-16.5176447381966,2.73886616327434e-61,7.88010921833502e-59,AKR1B1,231
ENSG00000085719,2.49464510987076,-0.174111010024369,0.0988150305557866,-1.76198913308107,0.0780711335364752,0.130974812946656,CPNE3,8895
ENSG00000085721,2.16158765348711,-0.180516500099117,0.0945123394205533,-1.90997811720509,0.0561360309048768,0.0983540376184618,RRN3,54700
ENSG00000085733,21.941702455297,-0.460036716356161,0.149507464180175,-3.07701504322058,0.00209084748856683,0.00510008095515574,CTTN,2017
ENSG00000085760,1.10141852054816,0.0138529542180682,0.0807227169385033,0.171611595142688,0.863742891092839,0.916815171808826,MTIF2,4528
ENSG00000085788,1.22828642611046,-0.0830146567614667,0.0763689782392767,-1.08702065518499,0.277027681395755,0.387262699380024,DDHD2,23259
ENSG00000085831,1.11370882530726,-0.154501139248343,0.081075809513989,-1.90563794767519,0.0566971951660999,0.0991934134048286,TTC39A,22996
ENSG00000085832,2.40734902087874,0.279921920040795,0.0945320528179097,2.96113235348848,0.00306510190101915,0.00727389854122454,EPS15,2060
ENSG00000085871,18.333826365357,-0.82032135538784,0.135120577420997,-6.07103204445281,1.27090822777455e-09,6.65986774693305e-09,MGST2,4258
ENSG00000085872,1.82941480260327,-0.929146940951092,0.0854951027011377,-10.8678381754693,1.64041705278455e-27,3.67088882700899e-26,CHERP,10523
ENSG00000085978,1.25266877442896,0.187949482410289,0.0836964992096641,2.24560745294096,0.0247291626854462,0.0479889516446012,ATG16L1,55054
ENSG00000085982,1.10996778892914,0.000213804288365119,0.0804631185985195,0.0026571712865359,0.997879886549929,0.999112613756416,USP40,55230
ENSG00000085998,1.57858963577866,0.0169329756604213,0.0832402962624819,0.203422818282945,0.838804566238982,0.900319049066601,POMGNT1,55624
ENSG00000086015,1.54977901554097,0.302282738878915,0.0886252977314439,3.41079518621088,0.000647737277425344,0.0017198983213377,MAST2,23139
ENSG00000086061,120.533928380684,-0.289449907181806,0.156307107344304,-1.85180259618152,0.0640541747196259,0.110370832355905,DNAJA1,3301
ENSG00000086062,14.4799197162217,-0.252664620941044,0.1292051759271,-1.95553018002624,0.0505205247564839,0.089870457994605,B4GALT1,2683
ENSG00000086065,7.3583126167146,-1.46134690252406,0.115317249356758,-12.6724051317169,8.40957902236873e-37,3.73607915096705e-35,CHMP5,51510
ENSG00000086102,1.82442582239299,-0.385072936019315,0.0938198743856436,-4.10438554241168,4.05390914845167e-05,0.000127538240431893,NFX1,4799
ENSG00000086189,4.11407485705638,-0.79821394454303,0.115433883321374,-6.91490160060508,4.68188237329031e-12,3.10515184406367e-11,DIMT1,27292
ENSG00000086200,1.84989591962489,-0.217695469995642,0.0882595475745524,-2.46653734330278,0.0136426502181547,0.0282871971922068,IPO11,51194
ENSG00000086205,1.06604445219471,0.00380713117019322,0.0819644797239461,0.0464485492132143,0.96295274156721,NA,FOLH1,2346
ENSG00000086205,1.06604445219471,0.00380713117019322,0.0819644797239461,0.0464485492132143,0.96295274156721,NA,FOLH1,219595
ENSG00000086232,1.61299505706568,-0.69347138903733,0.0800216493526289,-8.66604718407429,4.47381609967115e-18,4.97804730648491e-17,EIF2AK1,27102
ENSG00000086300,1.08150549609352,0.0330713318197198,0.0815741192567387,0.405414512850996,0.685172844925805,NA,SNX10,29887
ENSG00000086475,3.14599767745517,-0.635307065467379,0.103746537513365,-6.12364596153907,9.14579945434407e-10,4.86699259642038e-09,SEPHS1,22929
ENSG00000086504,2.34842970004122,-0.710364255596411,0.0914142744763951,-7.77082419201216,7.79770652508089e-15,6.7498198889024e-14,MRPL28,10573
ENSG00000086544,4.23115404423441,0.114714243122686,0.116301245135424,0.986354385020641,0.323959240775406,0.440400884861064,ITPKC,80271
ENSG00000086548,1.08879278351766,0.078916101653848,0.0821116790397001,0.96108254729139,0.336510664250272,NA,CEACAM6,4680
ENSG00000086589,7.16639113681304,-1.55428807757574,0.121833813991516,-12.7574441499793,2.8334607605259e-37,1.29205810679981e-35,RBM22,55696
ENSG00000086598,32.3719807428774,-0.410041125941697,0.153169608357075,-2.67703972308784,0.00742758283061056,0.0162924143991828,TMED2,10959
ENSG00000086619,1.61187053398514,-0.0665172637313935,0.0840668152687567,-0.791242817022884,0.428802310173102,0.550302370022489,ERO1LB,56605
ENSG00000086666,6.6645805396389,-0.660296654449083,0.124870335788426,-5.28785840351911,1.23756715331002e-07,5.28623594224047e-07,ZFAND6,54469
ENSG00000086712,1.38267587326361,0.126478773776922,0.0816957091420301,1.54816911567578,0.121581585088954,0.192933929640829,TXLNG,55787
ENSG00000086730,1.0701394525701,0.0173534911514846,0.0818897265660001,0.211912920938847,0.832174970067399,NA,LAT2,7462
ENSG00000086758,8.77372236188162,-0.230780249372408,0.127077321754439,-1.81606164015922,0.0693609171819809,0.118166829723256,HUWE1,10075
ENSG00000086827,1.19799042102161,-0.156934249916066,0.0776396090321177,-2.0213168493822,0.0432469760470704,0.0786332318015045,ZW10,9183
ENSG00000087008,1.13689787849534,-0.0522736060163748,0.0790960229105848,-0.660887919427608,0.508684193934681,0.627943589693195,ACOX3,8310
ENSG00000087053,3.04699124397611,-0.0672280194527362,0.106419155197397,-0.631728557965294,0.527564263734548,0.645382320608248,MTMR2,8898
ENSG00000087074,90.376209855536,-0.40939348416499,0.154878097561175,-2.64332717544702,0.00820956642563347,0.0178682277895092,PPP1R15A,23645
ENSG00000087076,1.11169100467537,-0.016595760473346,0.0801763602544292,-0.206990694272994,0.83601712601893,0.898632890127446,HSD17B14,51171
ENSG00000087077,1.3590479970795,-0.0713019506844215,0.0733165577367896,-0.9725217997877,0.330791025129994,0.447573479752643,TRIP6,7205
ENSG00000087085,1.19829615857415,-0.0767973187731504,0.077030137965162,-0.996977557120346,0.318775403687878,0.434772232298456,ACHE,43
ENSG00000087086,513.425371075009,-0.0680718886185953,0.157570253618971,-0.432009767422242,0.665734314215098,0.77012573740908,FTL,2512
ENSG00000087087,8.44917955156141,-0.573745821741299,0.128472175309745,-4.4659150540419,7.97272416631536e-06,2.75942216695986e-05,SRRT,51593
ENSG00000087088,2.31638898190541,-0.314098900252311,0.0714015594150618,-4.39904818361787,1.08726686783945e-05,3.69475051489649e-05,BAX,581
ENSG00000087095,2.69258581583217,0.345424285501224,0.103440056798532,3.33936674236365,0.000839696269559311,0.00219107962024502,NLK,51701
ENSG00000087111,1.39554933721338,0.337585259627335,0.0849797666792884,3.9725369087135,7.11112134922873e-05,0.000216286912620388,PIGS,94005
ENSG00000087152,2.26986066104163,-0.347844027304672,0.0894286261945524,-3.8896273162906,0.000100398286124243,0.00029904187565328,ATXN7L3,56970
ENSG00000087157,1.97030440594712,-0.525853912509485,0.0935504433382304,-5.62107344171815,1.89774570491319e-08,8.75949545384681e-08,PGS1,9489
ENSG00000087191,17.9750224844702,0.879272131036248,0.14448683853052,6.08548252545868,1.16140991946749e-09,6.10991618060304e-09,PSMC5,5705
ENSG00000087206,3.24575281666489,-0.3466086021171,0.103677595048496,-3.34313891014709,0.000828364224332953,0.00216525054874311,UIMC1,51720
ENSG00000087245,1.63990217181258,-0.394402001971919,0.0776014827980946,-5.08240290972382,3.72689820772625e-07,1.51126972960282e-06,MMP2,4313
ENSG00000087253,2.31163168703893,0.0637149804454212,0.094829211818733,0.671891912032477,0.501652509711645,0.621358028634227,LPCAT2,54947
ENSG00000087263,2.767867334775,-0.41044904744668,0.107609113638378,-3.81425916048339,0.000136592070045412,0.000399365732985424,OGFOD1,55239
ENSG00000087266,2.39910187631147,-1.28303324458322,0.0920945646673177,-13.9316934633227,4.06599120795328e-44,3.29754615818171e-42,SH3BP2,6452
ENSG00000087269,1.79471996172631,0.0584430114501477,0.0821948322731101,0.711030241608842,0.477065495881677,0.597367509737597,NOP14,8602
ENSG00000087274,6.16845101706699,0.10765683111241,0.125306074091863,0.859150938153932,0.390257247242,0.510320157523247,ADD1,118
ENSG00000087301,1.07747571231143,-0.00305390794391671,0.0814975321100089,-0.0374723978119289,0.970108348039542,NA,TXNDC16,57544
ENSG00000087302,31.1368740129331,-0.965373290550942,0.141890487856339,-6.8036505134041,1.02000814583294e-11,6.58428335162670e-11,C14orf166,51637
ENSG00000087303,1.81622786367428,-0.342347701440116,0.0807627578019499,-4.23893030349009,2.24587364517934e-05,7.34085397034006e-05,NID2,22795
ENSG00000087338,1.36978362807498,-0.19675583695743,0.0779047324825035,-2.52559543801295,0.0115502404477964,0.0244094273471795,GMCL1,64395
ENSG00000087365,10.814514360458,-0.448799406665742,0.124715295110645,-3.59859154618986,0.000319945228228225,0.000889808547274998,SF3B2,10992
ENSG00000087448,1.84298984127326,-0.439450404519963,0.0912110850048485,-4.81794953427649,1.450410419403e-06,5.49083944488278e-06,KLHL42,57542
ENSG00000087460,80.7766363859018,-0.203087220046456,0.13678158024953,-1.48475562042758,0.137608571939919,0.21500672140186,GNAS,2778
ENSG00000087470,6.4247820784049,-0.589409905385849,0.120251877307162,-4.90146115457561,9.51264612473812e-07,3.68668427746425e-06,DNM1L,10059
ENSG00000087494,1.06626027571036,0.0083885386399832,0.0819850102186958,0.102317955655634,0.918504303551563,NA,PTHLH,5744
ENSG00000087502,2.05012588076281,-0.485462955872366,0.0893136438096817,-5.43548482812814,5.46476353166859e-08,2.41397368161191e-07,ERGIC2,51290
ENSG00000087510,1.05973098096439,0.0170313900822763,0.0822801764780011,0.206992629468045,0.836015614682977,NA,TFAP2C,7022
ENSG00000087842,3.26190155348119,0.301928357339675,0.113888834049608,2.65107953610412,0.00802349444997854,0.0174979077663853,PIR,8544
ENSG00000087884,1.4176589670418,0.231899206457003,0.0826617529367369,2.80539908988478,0.00502543142189961,0.0114601459336167,AAMDC,28971
ENSG00000087903,2.15965181365232,0.723699612444231,0.098016660209229,7.38343472323381,1.54257313617601e-13,1.19413541175855e-12,RFX2,5990
ENSG00000087995,1.32991810717562,-0.412970916415981,0.0838269910106539,-4.92646713710021,8.37296867059457e-07,3.26383720695048e-06,METTL2A,339175
ENSG00000088035,1.17405208892395,0.102901631948665,0.0813551512429107,1.2648447010002,0.205927003729285,0.303170311045892,ALG6,29929
ENSG00000088038,1.73468288789727,-0.24243445473673,0.0829874088492888,-2.9213402141162,0.00348529003734289,0.00818904235101136,CNOT3,4849
ENSG00000088179,1.55952644345519,-0.219847755744368,0.0890783919918776,-2.46802564379939,0.0135860586345643,0.0281843661013005,PTPN4,5775
ENSG00000088205,9.92117696451012,-0.390880447936972,0.130271933620542,-3.00049624714665,0.00269540075173606,0.00646896180416656,DDX18,8886
ENSG00000088247,2.97931279864683,-0.910753469476308,0.0939118419360197,-9.69796194708636,3.07580980773795e-22,4.70482097679815e-21,KHSRP,8570
ENSG00000088256,5.2270580692765,-0.483239824090674,0.119061633760846,-4.05873671330042,4.93389035328749e-05,0.000153662708837954,GNA11,2767
ENSG00000088280,1.09310319725668,0.0142616445751509,0.0810158778650564,0.17603517916458,0.860266305002044,NA,ASAP3,55616
ENSG00000088298,1.29330027597162,0.187965571947432,0.0834258712186059,2.25308491480891,0.0242537954330385,0.0472257273626873,EDEM2,55741
ENSG00000088320,1.07255355006655,0.022707914101721,0.0818315924879744,0.277495688539338,0.781399515932642,NA,REM1,28954
ENSG00000088356,1.6714317657276,-0.376371562089706,0.0809953152635811,-4.64683125023823,3.37072679690333e-06,1.21696631651568e-05,PDRG1,81572
