row,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,entrez
ENSG00000005156,-0.0332013340648727,0.0797323774686881,-0.416409683480356,0.677110243780931,0.778071527752831,LIG3,3980
ENSG00000005175,0.126403581954643,0.0833600115788467,1.51635753835138,0.129428969762366,0.20380761931306,RPAP3,79657
ENSG00000005189,-0.0186019925866907,0.0821076379215366,-0.226556177446817,0.82076887153302,NA,AC004381.6,81691
ENSG00000005194,1.3491430411774,0.101981570322424,13.2292828685807,5.94519044571955e-40,3.404819021141e-38,CIAPIN1,57019
ENSG00000005206,0.282361908745022,0.0813352086231561,3.47158276870312,0.000517399804540547,0.00139497082509325,SPPL2B,56928
ENSG00000005238,0.515298735704653,0.0869297407991465,5.92776109726663,3.07092829865349e-09,1.54299781958124e-08,FAM214B,80256
ENSG00000005302,-0.146170964784242,0.12014861768075,-1.21658465661783,0.223762283408479,0.324794268464675,MSL3,10943
ENSG00000005339,0.104531979304918,0.0969949678026607,1.07770518072228,0.281165345747947,0.391925485986641,CREBBP,1387
ENSG00000005436,-0.178669366694534,0.0869985641877141,-2.05370477504692,0.0400042741192005,0.0734779827415136,GCFC2,6936
ENSG00000005448,-0.0358642975463967,0.0778986330816048,-0.46039700733678,0.645231282369876,0.752202331519853,WDR54,84058
ENSG00000005471,0.0793669976004428,0.0817672322701076,0.970645518956347,0.331724830516417,0.448636021484095,ABCB4,5244
ENSG00000005483,0.866306770745788,0.15058551793072,5.75292221091507,8.77138528750817e-09,4.19775920056431e-08,KMT2E,55904
ENSG00000005486,-0.274709980792678,0.084915265062262,-3.23510714582653,0.00121597090805097,0.00308628280884014,RHBDD2,57414
ENSG00000005513,-0.00512781890167024,0.0808151716934504,-0.0634511910847776,0.949407224749034,0.970940834789043,SOX8,30812
ENSG00000005700,-0.0128572850046909,0.0744955397292262,-0.172591339715426,0.862972659647051,0.916600300533969,IBTK,25998
ENSG00000005801,0.130283393465972,0.0848299099325355,1.53581907100438,0.124582761027162,0.197075282661634,ZNF195,7748
ENSG00000005810,0.83546694434869,0.137873966502581,6.05964248031591,1.36424436641884e-09,7.1150319049656e-09,MYCBP2,23077
ENSG00000005812,0.230999077966967,0.107441457007811,2.14999949181789,0.0315552549794502,0.0595523506437101,FBXL3,26224
ENSG00000005882,-0.0751597236386414,0.0808231626137663,-0.929928020731024,0.352408353802899,0.470917012866773,PDK2,5164
ENSG00000005884,0.0219561595764906,0.0835037181816054,0.262936310557332,0.792599668917947,0.867016258400557,ITGA3,3675
ENSG00000005889,-0.946362219520707,0.1130270702831,-8.3728810907895,5.62263341183532e-17,5.7923190237526e-16,ZFX,7543
ENSG00000005893,-0.660120931610414,0.137942278488628,-4.78548664588597,1.70573528025639e-06,6.39928752766788e-06,LAMP2,3920
ENSG00000006007,-0.15176216580966,0.0978661095727681,-1.55071215635498,0.120970679978927,0.192090630337103,GDE1,51573
ENSG00000006015,0.356714045846755,0.0789052015605759,4.52079253067877,6.16085454690461e-06,2.15978434420642e-05,C19orf60,55049
ENSG00000006025,-0.10809376339837,0.0825054733204703,-1.31014051611472,0.190148304274139,0.283148750320233,OSBPL7,114881
ENSG00000006042,0.00371673863760915,0.0817385491607756,0.0454710620113714,0.963731840201803,NA,TMEM98,26022
ENSG00000006062,0.0296965459941535,0.080243329980381,0.370081176858115,0.711322006703183,0.806948472493548,MAP3K14,9020
ENSG00000006118,-0.00935944408040396,0.0775045140435247,-0.12075998663959,0.903881144129755,0.942000840505732,TMEM132A,54972
ENSG00000006125,0.309671904756046,0.100589359278997,3.07857517908165,0.00207993043274679,0.00507550067635544,AP2B1,163
ENSG00000006194,0.221779741737974,0.0827330798947852,2.68066584756689,0.0073475845110721,0.0161315790755442,ZNF263,10127
ENSG00000006210,1.14383929371772,0.151156961756682,7.56722866366528,3.81270438096455e-14,3.10045220320159e-13,CX3CL1,6376
ENSG00000006282,-0.0277355181818776,0.0811018668232374,-0.341983720822697,0.732363143365143,0.821592294247689,SPATA20,64847
ENSG00000006327,0.955120854224031,0.123709692774902,7.72066305234414,1.15726106423855e-14,9.86897861697859e-14,TNFRSF12A,51330
ENSG00000006432,-0.0257069216079626,0.0807209014291426,-0.318466731079909,0.750130926737212,0.835830531921851,MAP3K9,4293
ENSG00000006451,0.265960152533497,0.133411999246439,1.99352497553248,0.0462039914717744,0.0831713143073026,RALA,5898
ENSG00000006453,0.132128316756677,0.0808849648210661,1.63353371110405,0.102356796662761,0.166291950910569,BAIAP2L1,55971
ENSG00000006459,1.28707945987682,0.114094853004064,11.2807845927193,1.6328314075475e-29,4.28007260928502e-28,KDM7A,80853
ENSG00000006468,-0.02729139656522,0.0818637558222619,-0.333375818041791,0.738850614557778,NA,ETV1,2115
ENSG00000006530,-0.0327117608226927,0.0870835916461255,-0.375636330614622,0.707187277584998,0.803162693828677,AGK,55750
ENSG00000006576,-0.130137490794922,0.0856023723510321,-1.52025565671548,0.128446734104864,0.202419188174645,PHTF2,57157
ENSG00000006607,0.282653271954178,0.0870635922816372,3.24651515687336,0.00116827227079519,0.00297733148203146,FARP2,9855
ENSG00000006625,0.260831208323875,0.119727449838552,2.1785414178252,0.0293657521892038,0.0558559002248575,GGCT,79017
ENSG00000006634,-0.363121812059795,0.0892006024216463,-4.07084483962718,4.68429432423296e-05,0.000146228397349602,DBF4,10926
ENSG00000006638,0.289476821707757,0.0821672902699125,3.52301774534429,0.000426662792221362,0.00116515100140179,TBXA2R,6915
ENSG00000006652,0.76577409906499,0.156979604307862,4.87817575054645,1.07071501070901e-06,4.12711967764202e-06,IFRD1,3475
ENSG00000006695,-0.236140992318114,0.0851989826393748,-2.77164098681363,0.00557745132703998,0.0125789327801327,COX10,1352
ENSG00000006704,0.444259023577761,0.084265173528486,5.27215461589928,1.34831412086086e-07,5.73496227964894e-07,GTF2IRD1,9569
ENSG00000006712,0.257602249901355,0.0861089635922981,2.99158460576798,0.00277533621849181,0.00664365349925813,PAF1,54623
ENSG00000006715,0.438050896164437,0.0819263490402202,5.34688657918082,8.94800482748487e-08,3.87276827848593e-07,VPS41,27072
ENSG00000006744,0.158658050538599,0.076013656283555,2.08723087791954,0.0368672695632882,0.0683707927260244,ELAC2,60528
ENSG00000006747,-0.0324397243537724,0.0821975767178588,-0.39465548315519,0.693097160632646,NA,SCIN,85477
ENSG00000006756,0.0868839518552433,0.0797551802323167,1.08938317990332,0.275984945605696,0.386219117857467,ARSD,414
ENSG00000006757,-0.0887835883819185,0.0817951315463996,-1.08543854265403,0.277727469494556,0.387938821104175,PNPLA4,8228
ENSG00000006831,0.447449257654831,0.0793700730895426,5.63750592934485,1.7253066630834e-08,8.00330353808055e-08,ADIPOR2,79602
ENSG00000006837,-0.00424595324875766,0.0815698489548136,-0.0520529742688348,0.958486483229219,NA,CDKL3,51265
ENSG00000007047,0.0433572842557941,0.089169868500245,0.486232457051061,0.626802361489582,0.736725973761318,MARK4,57787
ENSG00000007062,-0.0216625725466865,0.0823102560328226,-0.263181936137438,0.792410353038799,NA,PROM1,8842
ENSG00000007080,0.474165799672218,0.117058543365322,4.0506723049886,5.10706869980948e-05,0.000158606574578509,CCDC124,115098
ENSG00000007168,0.870138041339902,0.112437959175048,7.73882812996666,1.00337307160513e-14,8.61133536738377e-14,PAFAH1B1,5048
ENSG00000007202,0.00481330031657862,0.0739855066345534,0.0650573407620712,0.948128345580223,0.970031383712771,KIAA0100,9703
ENSG00000007237,-0.0274940760093521,0.0800646512615168,-0.343398435840901,0.731298736088561,0.82097441574816,GAS7,8522
ENSG00000007255,-0.429610344911482,0.0889211342410224,-4.83136375371703,1.35600998697739e-06,5.14959920887329e-06,TRAPPC6A,79090
ENSG00000007312,0.00813461068484437,0.0771077292963979,0.105496696103906,0.915981691488692,0.949257651100151,CD79B,974
ENSG00000007314,-0.0168051709331896,0.082127341541222,-0.204623340020748,0.837866418534403,NA,SCN4A,6329
ENSG00000007341,0.517850981221894,0.0844876914858054,6.12930679149752,8.82627862090706e-10,4.71515255769412e-09,ST7L,54879
ENSG00000007376,0.152675294851838,0.0758768383577909,2.01214623798517,0.0442045237808196,0.0801090979855165,RPUSD1,113000
ENSG00000007384,0.219683402127822,0.0882620223208344,2.48899125978859,0.0128106115045393,0.0267409620695895,RHBDF1,64285
ENSG00000007392,1.78980250009089,0.126046373175914,14.1995557269466,9.21950385472819e-46,8.44003671064663e-44,LUC7L,55692
ENSG00000007520,0.444507766448401,0.0745839864862014,5.95982847511963,2.52502827197509e-09,1.27827572846866e-08,TSR3,115939
ENSG00000007541,0.015066062285158,0.0796726092028338,0.189099647117144,0.850014718056099,0.907543545943621,PIGQ,9091
ENSG00000007545,0.551356706849563,0.080602679154906,6.84042655443177,7.89577205037774e-12,5.12694838564023e-11,CRAMP1L,57585
ENSG00000007866,-0.029244943362627,0.0809431017142587,-0.361302479683396,0.717873340225701,0.811481638272858,TEAD3,7005
ENSG00000007908,0.772261755025165,0.17625088864658,4.38160488696151,1.17808306670113e-05,3.98542994905276e-05,SELE,6401
ENSG00000007923,-0.208052398757511,0.0831365956765535,-2.50253690404822,0.0123306769434437,0.025874340728358,DNAJC11,55735
ENSG00000007944,1.34994305391496,0.109437709951604,12.3352640923493,5.84968129098158e-35,2.27291153441227e-33,MYLIP,29116
ENSG00000008018,0.856201614142546,0.148871747002349,5.7512700118246,8.85755170205004e-09,4.23564126504047e-08,PSMB1,5689
ENSG00000008083,0.22948429304987,0.113114819863266,2.02877300540524,0.0424814160157221,0.0773926475401758,JARID2,3720
ENSG00000008086,0.00476739241250573,0.077479852326381,0.0615307369511144,0.950936536227452,0.972175727899538,CDKL5,6792
ENSG00000008128,1.07955592784437,0.0971243522001371,11.1151930838087,1.05821468894247e-28,2.58855593141313e-27,CDK11A,984
ENSG00000008128,1.07955592784437,0.0971243522001371,11.1151930838087,1.05821468894247e-28,2.58855593141313e-27,CDK11A,728642
ENSG00000008130,-0.573527784162153,0.0978340397563157,-5.86225188687589,4.56631623849409e-09,2.25038195048787e-08,NADK,65220
ENSG00000008256,0.0203290991358757,0.0786680376721177,0.258416248039716,0.796085678227669,0.86947752491894,CYTH3,9265
ENSG00000008282,0.700509414731227,0.141988359628544,4.93356931908947,8.07403686490257e-07,3.15545476958223e-06,SYPL1,6856
ENSG00000008283,0.834572657177381,0.109733851144757,7.60542575031332,2.83967498787263e-14,2.32957451143604e-13,CYB561,1534
ENSG00000008294,0.392162357773977,0.13559102095737,2.8922443020565,0.00382500391956904,0.00891615496992135,SPAG9,9043
ENSG00000008300,-0.0165781575341676,0.0819741566539988,-0.202236390233835,0.839731925552728,NA,CELSR3,1951
ENSG00000008311,0.684986882949185,0.0924056289387263,7.41282637017055,1.2363571107791e-13,9.64502216052595e-13,AASS,10157
ENSG00000008323,0.00730655386377843,0.0817954289734064,0.0893271660223698,0.928821905000272,NA,PLEKHG6,55200
ENSG00000008324,-0.664916100857686,0.0984720485238047,-6.75233338622938,1.45486092902794e-11,9.23832867386948e-11,SS18L2,51188
ENSG00000008394,0.129424856034264,0.0779991989167686,1.65931006768891,0.0970533276044695,0.158721398128625,MGST1,4257
ENSG00000008405,0.805413652447528,0.116579425875289,6.90871177654553,4.89074468600361e-12,3.24011835447739e-11,CRY1,1407
ENSG00000008441,0.0133099297282403,0.0777603899348762,0.171165933444872,0.864093293323182,0.917065111234616,NFIX,4784
ENSG00000008513,0.646811862981921,0.132476941641709,4.88244863571246,1.0477653697027e-06,4.04123738509016e-06,ST3GAL1,6482
ENSG00000008516,-0.00560442165589495,0.081937364539833,-0.0683988518226067,0.94546813580437,NA,MMP25,64386
ENSG00000008517,0.629049964452043,0.132694847474757,4.74057566230452,2.1311184836419e-06,7.90922474088721e-06,IL32,9235
ENSG00000008710,0.150980624135136,0.0756700260271416,1.99525006217101,0.0460156134341311,0.0828569025090211,PKD1,5310
ENSG00000008838,0.20495347138861,0.154989743129068,1.32236796610428,0.186045650524077,0.278133212525304,MED24,9862
ENSG00000008853,0.0284179065011875,0.0826502055478563,0.343833464330986,0.730971531966309,0.820840069908083,RHOBTB2,23221
ENSG00000008869,0.945220115674974,0.096703924922189,9.77437178930977,1.45054396815886e-22,2.26757740119426e-21,HEATR5B,54497
ENSG00000008952,0.649621800728901,0.125889660031569,5.16024747835522,2.46623612068721e-07,1.02271782026027e-06,SEC62,7095
ENSG00000008988,0.27590948916281,0.137321893419819,2.00921704683538,0.0445141206432631,0.0805317890537333,RPS20,6224
ENSG00000009307,-0.244832607000108,0.138079393216884,-1.7731292215019,0.0762072968820069,0.128257517482197,CSDE1,7812
ENSG00000009335,-0.353912284434249,0.112615991433864,-3.14264679401317,0.00167427737642786,0.00415099873138167,UBE3C,9690
ENSG00000009413,-0.681014692194916,0.108189972706025,-6.2946193178676,3.08155167387314e-10,1.7279568643658e-09,REV3L,5980
ENSG00000009780,0.45406707634232,0.0809523484314453,5.60906613755434,2.03421280410881e-08,9.36078732857993e-08,FAM76A,199870
ENSG00000009830,0.198275110410658,0.0795194707330811,2.49341587139328,0.0126520562610313,0.0264419660771881,POMT2,29954
ENSG00000009844,0.89655212949235,0.129557277491764,6.92012171643034,4.51255757126215e-12,3.00108671937985e-11,VTA1,51534
ENSG00000009954,-0.658599217655909,0.128963847850935,-5.10685148303857,3.27571005015685e-07,1.33909608410336e-06,BAZ1B,9031
ENSG00000010017,-0.228797272984558,0.140070098089289,-1.63344836696487,0.102374731659685,0.166298730659447,RANBP9,10048
ENSG00000010030,-0.0176779251463699,0.0815051873003459,-0.216893252219971,0.828291536389753,NA,ETV7,51513
ENSG00000010072,0.117152190101704,0.0752537026966619,1.5567631346185,0.119526732851252,0.190122553609916,SPRTN,83932
ENSG00000010165,0.170748416151592,0.0888693365504484,1.92134230747479,0.0546885667079774,0.0961888745587907,METTL13,51603
ENSG00000010219,-0.161834965618773,0.0815750042675803,-1.98387933990082,0.0472692926047954,0.0848822044867991,DYRK4,8798
ENSG00000010244,0.622985371443372,0.148192445817838,4.20389425388903,2.62361545650251e-05,8.4905648570906e-05,ZNF207,7756
ENSG00000010256,1.05754175433056,0.11018927677038,9.59750154758101,8.19057044849776e-22,1.19246811204394e-20,UQCRC1,7384
ENSG00000010270,0.688287624740245,0.135200280759017,5.09087422656362,3.56416392889737e-07,1.44868338098876e-06,STARD3NL,83930
ENSG00000010278,1.39643700207572,0.163672950568444,8.53187406487038,1.43995761071284e-17,1.54259288722109e-16,CD9,928
ENSG00000010292,-0.00768671173084022,0.0800680115437589,-0.0960022808439456,0.923518761080291,0.954808411096358,NCAPD2,9918
ENSG00000010310,-0.0198581391084024,0.0823283843731272,-0.241206471614963,0.809395095340014,NA,GIPR,2696
ENSG00000010319,-0.117239185688109,0.0805880943696629,-1.4547953591051,0.1457259233816,0.226169028787986,SEMA3G,56920
ENSG00000010322,-0.0162864551037138,0.0807044929252016,-0.201803573920084,0.840070287449642,0.900986008124743,NISCH,11188
ENSG00000010327,0.118398347544958,0.0838968207716596,1.41123759465452,0.158174568409765,0.243085525202035,STAB1,23166
ENSG00000010404,0.145469735699159,0.081565586039851,1.7834695091639,0.0745099070922555,0.125803788920332,IDS,3423
ENSG00000010438,-0.0224399243134115,0.0822242737311558,-0.272911189058138,0.784921485280291,NA,PRSS3,5645
ENSG00000010438,-0.0224399243134115,0.0822242737311558,-0.272911189058138,0.784921485280291,NA,PRSS3,5646
ENSG00000010438,-0.0224399243134115,0.0822242737311558,-0.272911189058138,0.784921485280291,NA,PRSS3,102725325
ENSG00000010539,0.262471516640801,0.0806559446065941,3.25421167554391,0.00113707519171565,0.00290495065892007,ZNF200,7752
ENSG00000010626,-0.0259932276126175,0.0811141635660485,-0.320452390431815,0.748625415819876,NA,LRRC23,10233
ENSG00000010803,-0.0189554949553345,0.0822339478175362,-0.230506931241994,0.817697878139431,0.885637820152091,SCMH1,22955
ENSG00000010810,0.0862998140575097,0.137086184132725,0.629529624764779,0.529002380325371,0.646683334734627,FYN,2534
ENSG00000010818,1.75709948028028,0.126408029190463,13.90022051236,6.31465204107915e-44,5.02014837265793e-42,HIVEP2,3097
ENSG00000011007,0.424071444181533,0.122960935084641,3.44883067040456,0.000563019643643619,0.00150933766388977,TCEB3,6924
ENSG00000011009,0.426144768301191,0.125392241368886,3.39849390719107,0.000677579722254818,0.00179519258139163,LYPLA2,11313
ENSG00000011021,1.18389722738341,0.092537158886962,12.7937494691142,1.77689730688713e-37,8.19543017420768e-36,CLCN6,1185
ENSG00000011052,-0.511906931399958,0.0916686311163803,-5.58431957765413,2.3461693783834e-08,1.0718756434172e-07,NME2,654364
ENSG00000011105,0.713938672234651,0.0882123404458032,8.09341038483485,5.80169832874396e-16,5.51161341230676e-15,TSPAN9,10867
ENSG00000011114,-0.18780160379735,0.0787510855371798,-2.38474939762812,0.0170907592008618,0.0346227551019638,BTBD7,55727
ENSG00000011132,-0.0325163940381752,0.0798963823383976,-0.406982057090564,0.684021166643262,0.783702643189265,APBA3,9546
ENSG00000011198,-0.252376544707583,0.091473799889704,-2.75900361646603,0.00579778933469025,0.0130223952268396,ABHD5,51099
ENSG00000011243,0.190231886079368,0.0692177270922422,2.74831165469877,0.0059903039965086,0.0134099358084124,AKAP8L,26993
ENSG00000011258,-0.0120549615540442,0.0780661007610211,-0.154419926658657,0.877278642897996,0.925238943513036,MBTD1,54799
ENSG00000011260,0.739910733842019,0.11743171325683,6.30077441026335,2.96162176494586e-10,1.6630221843683e-09,UTP18,51096
ENSG00000011275,0.4607460235495,0.112014778834019,4.11326102096067,3.9010886352217e-05,0.000122986577271117,RNF216,54476
ENSG00000011295,0.49341088819142,0.123126574670997,4.00734682589726,6.14046596595846e-05,0.000188424049600411,TTC19,54902
ENSG00000011304,1.26827845988736,0.120585963986675,10.5176292327647,7.16538449093875e-26,1.42178171081287e-24,PTBP1,5725
ENSG00000011376,0.0849089100390266,0.0803537781036316,1.05668845999401,0.290653793409254,0.402689800453729,LARS2,23395
ENSG00000011405,0.6681060841157,0.114044674886908,5.85828391179356,4.676746294358e-09,2.29824327861009e-08,PIK3C2A,5286
ENSG00000011422,0.0692775731972062,0.161834958261307,0.428075453792542,0.66859618702125,0.77194670870638,PLAUR,5329
ENSG00000011451,0.627943773365657,0.0868727439496749,7.22831747699167,4.89014486967828e-13,3.55978979549352e-12,WIZ,58525
ENSG00000011454,0.00431620263044038,0.089748396759307,0.0480922533024835,0.961642720032632,0.978047007986862,RABGAP1,2844
ENSG00000011454,0.00431620263044038,0.089748396759307,0.0480922533024835,0.961642720032632,0.978047007986862,RABGAP1,23637
ENSG00000011465,0.191037030735288,0.0741872909377877,2.57506411570533,0.0100221506592395,0.0214615751490785,DCN,1634
ENSG00000011485,0.536381515498067,0.0945448460343396,5.67330254367592,1.40070532493171e-08,6.56305666788476e-08,PPP5C,5536
ENSG00000011523,0.21702558222231,0.0769664367819379,2.81974314124986,0.0048062104234559,0.0110059213107904,CEP68,23177
ENSG00000011566,0.000823341334006206,0.0807940183720932,0.0101906224073959,0.991869200445353,0.995907554481234,MAP4K3,8491
ENSG00000011638,0.11194182984593,0.0791684440795657,1.41397031541288,0.157370618475135,0.242065498173821,TMEM159,57146
ENSG00000012061,1.0826331504685,0.107907350123605,10.0329880145177,1.09162143586605e-23,1.85529584121032e-22,ERCC1,2067
ENSG00000012171,-0.0183682634087756,0.0819557576235238,-0.224124136502441,0.822660711948149,NA,SEMA3B,7869
ENSG00000012174,0.0852938686058003,0.0805410385905574,1.05901128292378,0.289594641264181,0.401590732733115,MBTPS2,51360
ENSG00000012211,-0.0989515679603894,0.0827225163003414,-1.1961866295402,0.231623737324294,0.334241848797082,PRICKLE3,4007
ENSG00000012232,-0.0138348564697052,0.0850803201578987,-0.162609360707968,0.870826016316705,0.921685738533462,EXTL3,2137
ENSG00000012660,-0.639631708261825,0.125784653773187,-5.08513311500782,3.6736832128681e-07,1.49119207068519e-06,ELOVL5,60481
ENSG00000012817,0.0140744190288666,0.0789017316278449,0.178379089260693,0.858425270289201,0.913621168865731,KDM5D,8284
ENSG00000012822,0.441194776777869,0.0980357853127759,4.50034418932097,6.78435190018847e-06,2.36593024416163e-05,CALCOCO1,57658
