11+	21+	31+	41+	51+	61+	71+	81+	91+	101+	111+	121+	131+	141+	151+	Cov_Mean
96.73	88.19	76.22	63.69	51.85	41.21	32.00	24.40	18.34	13.63	10.06	7.39	5.41	3.96	2.90	60.31
