11+	21+	31+	41+	51+	61+	71+	81+	91+	101+	111+	121+	131+	141+	151+	Cov_Mean
97.74	92.55	84.19	74.14	63.83	53.96	44.95	36.99	30.17	24.49	19.79	15.98	12.89	10.38	8.35	76.36
