11+	21+	31+	41+	51+	61+	71+	81+	91+	101+	111+	121+	131+	141+	151+	Cov_Mean
97.45	91.54	82.74	72.80	62.94	53.67	45.17	37.60	30.99	25.33	20.55	16.57	13.30	10.64	8.48	76.16
